jobId,channel,messageId,company,createdAt,outcome,verdict,score,oldUrl,newUrl,written,reason,candidates
6a99658796a165aba0d4aa3d,job4fresherss,19657,Info Edge,2026-09-03T12:18:15.350Z,flagged,aggregator,,https://job4freshers.co.in/info-edge-walk-in-sales-naukri/,,yes,aggregator page had no apply candidate,
6a997642c60accf85fb96cfc,freshershunt,29943,Google,2026-09-03T13:29:38.411Z,flagged,aggregator,,https://freshershunt.in/google-internship-2027-data-center-technician/,,yes,aggregator page had no apply candidate,
6a9975f2c60accf85fb96cad,placementdriveofficial,12879,,2026-09-03T13:28:18.352Z,repaired,direct,10,https://pdlink.in/4qUnAzd,https://ibqbjb.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/Honeywell/job/150757,yes,"trusted ATS domain; path names a posting or form; labelled ""Click Here To Apply"" (highest)",
6a99655e96a165aba0d4a9ac,fresher_offcampus_drives,5865,Fujitsu,2026-09-03T12:17:34.235Z,repaired,direct,7,https://offcampusjobdrives.com/fujitsu-recruitment-for-junior-data-engineer/,https://jobs.global.fujitsu.com/job/Application-Development/10854-en_US,yes,host matches the company; path names a posting or form (high),
6a99657d96a165aba0d4aa16,Fresherjobsadda,4958,UAE-based E-commerce Giant,2026-09-03T12:18:05.763Z,flagged,suspicious,,https://go.acciojob.com/FSpZ9A,https://go.acciojob.com/FSpZ9A,yes,"https://go.acciojob.com/FSpZ9A → host contains ""placement""",
6a99503b3620a1bb330ce558,job4fresherss,19656,ABB,2026-09-03T10:47:23.809Z,repaired,direct,,https://careers.abb/global/en/job/JR00013302/Accounting-Reporting-Analyst,https://careers.abb/global/en/job/JR00013302/Accounting-Reporting-Analyst,yes,careers.abb matches the posting's company,
6a99501e3620a1bb330ce557,getjobss,8142,Nvidia,2026-09-03T10:46:54.687Z,repaired,direct,,https://jobs.nvidia.com/careers/job/893397486353,https://jobs.nvidia.com/careers/job/893397486353,yes,jobs.nvidia.com matches the posting's company,
6a994fec3620a1bb330ce539,getjobss,8143,Zycus,2026-09-03T10:46:04.406Z,repaired,direct,,https://zycus.talismatic.com/jobs/J3L4U6PB3,https://zycus.talismatic.com/jobs/J3L4U6PB3,yes,zycus.talismatic.com matches the posting's company,
6a994fea3620a1bb330ce532,getjobss,8141,Adobe,2026-09-03T10:46:02.944Z,repaired,direct,,https://careers.adobe.com/us/en/job/ADOBUSR171208EXTERNALENUS/Software-Development-Engineer,https://careers.adobe.com/us/en/job/ADOBUSR171208EXTERNALENUS/Software-Development-Engineer,yes,careers.adobe.com matches the posting's company,
6a994fbc3620a1bb330ce48c,getjobss,8140,Barclays,2026-09-03T10:45:16.373Z,repaired,direct,,https://search.jobs.barclays/job/-/-/13015/98506859296,https://search.jobs.barclays/job/-/-/13015/98506859296,yes,search.jobs.barclays matches the posting's company,
6a994fba3620a1bb330ce484,getjobss,8139,Purplle,2026-09-03T10:45:14.762Z,repaired,direct,,https://purplle.turbohire.co/job/publicjobs/937a330e-d1b3-4acd-8573-c111f7edec30?src=linkedin,https://purplle.turbohire.co/job/publicjobs/937a330e-d1b3-4acd-8573-c111f7edec30,yes,purplle.turbohire.co matches the posting's company,
6a994fb93620a1bb330ce47b,getjobss,8138,YASH Technologies,2026-09-03T10:45:13.015Z,repaired,direct,,https://careers.yash.com/job/Pune-Trainee-Consultant-SAP-IBP-Job/1362900566/,https://careers.yash.com/job/Pune-Trainee-Consultant-SAP-IBP-Job/1362900566,yes,careers.yash.com matches the posting's company,
6a994fb73620a1bb330ce474,jobs_SQL,4938,Optum,2026-09-03T10:45:11.436Z,repaired,direct,,https://careers.unitedhealthgroup.com/job/pune/associate-data-scientist/34088/96545419744,https://careers.unitedhealthgroup.com/job/pune/associate-data-scientist/34088/96545419744,yes,careers.unitedhealthgroup.com is a careers host,
6a994fb53620a1bb330ce46d,jobs_SQL,4937,S&P Global,2026-09-03T10:45:09.403Z,repaired,direct,,https://careers.spglobal.com/jobs/330667?lang=en-us,https://careers.spglobal.com/jobs/330667?lang=en-us,yes,careers.spglobal.com is a careers host,
6a994fa73620a1bb330ce439,internshiptojobs,2428,Graviton,2026-09-03T10:44:55.099Z,repaired,direct,,https://engradar.com/jobs/greenhouse:gravitonresearchcapital:8764240002,https://engradar.com/jobs/greenhouse:gravitonresearchcapital:8764240002,yes,path names a posting or an application form,
6a99656b96a165aba0d4a9d7,placementdriveofficial,12877,,2026-09-03T12:17:47.589Z,repaired,direct,10,https://pdlink.in/4gAbubb,https://transunion.wd5.myworkdayjobs.com/en-US/transunion/job/Chennai/Analyst--Global-Delivery_19041420,yes,"trusted ATS domain; path names a posting or form; labelled ""Click Here To Apply"" (highest)",
6a994fa13620a1bb330ce426,internshiptojobs,2427,Droplet.ink,2026-09-03T10:44:49.407Z,flagged,suspicious,,https://www.linkedin.com/jobs/view/4459508144/,https://www.linkedin.com/jobs/view/4459508144/,yes,"linkedin.com is a third-party job board, not the employer's own application",
6a994f8e3620a1bb330ce3eb,offcampusjobs4u,20984,Cvent,2026-09-03T10:44:30.365Z,repaired,direct,,https://indiacareers-cvent.icims.com/jobs/8608/job?mobile=false&width=1354&height=500&bga=true&needsRedirect=false&jan1offset=330&jun1offset=330,https://indiacareers-cvent.icims.com/jobs/8608/job?mobile=false&width=1354&height=500&bga=true&needsRedirect=false&jan1offset=330&jun1offset=330,yes,indiacareers-cvent.icims.com is a trusted ATS and the host matches the company,
6a994f8f3620a1bb330ce3ef,careerwithasr,2955,MantraCare,2026-09-03T10:44:31.903Z,repaired,direct,,https://mantra.care/careers/full-stack-developer-intern-delhi/,https://mantra.care/careers/full-stack-developer-intern-delhi,yes,path names a posting or an application form,
6a992baa3561a6796c016cab,careerwithasr,2954,JPMorgan Chase,2026-09-03T08:11:22.422Z,repaired,direct,,https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210703259/,https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210703259,yes,jpmc.fa.oraclecloud.com is a trusted ATS domain,
6a994f8b3620a1bb330ce3de,offcampusjobs4u,20983,Marmon Technologies,2026-09-03T10:44:27.178Z,flagged,suspicious,,https://www.linkedin.com/jobs/view/4462129422/,https://www.linkedin.com/jobs/view/4462129422/,yes,"linkedin.com is a third-party job board, not the employer's own application",
6a992317aaa43051689cc182,job4fresherss,19654,IOCL,2026-09-03T07:34:47.315Z,flagged,unresolvable,,,,yes,no URL,
6a9922feaaa43051689cc181,job4fresherss,19655,Baxter,2026-09-03T07:34:22.244Z,repaired,direct,,https://ejgk.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3/job/30048818?,https://ejgk.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3/job/30048818?,yes,ejgk.fa.em2.oraclecloud.com is a trusted ATS domain,
6a992337aaa43051689cc183,fresher_offcampus_drives,5863,Amazon,2026-09-03T07:35:19.246Z,repaired,direct,7,https://kickcharm.com/amazon-work-from-home-hiring-freshers/,https://amazon.jobs/en/jobs/3134249/associate-ml-data-operations-go-ai-operations,yes,host matches the company; path names a posting or form (high),
6a99229aaaa43051689cc029,careerwithasr,2953,UPSC,2026-09-03T07:32:42.162Z,flagged,unresolvable,,,,yes,no URL,
6a99228daaa43051689cc000,offcampusjobs4u,20982,Amazon,2026-09-03T07:32:29.246Z,repaired,direct,,https://www.amazon.jobs/en/jobs/10513568/software-dev-engineer,https://amazon.jobs/en/jobs/10513568/software-dev-engineer,yes,amazon.jobs matches the posting's company,
6a9950533620a1bb330ce559,placementdriveofficial,12876,,2026-09-03T10:47:47.826Z,repaired,direct,5,https://pdlink.in/4xCiFFC,https://careers.capgemini.com/job/Chennai-%28ex-Madras%29-Finance-Expert/1432879533,yes,"path names a posting or form; labelled ""Click Here To Apply"" (high)",
6a9922d9aaa43051689cc10a,placementdriveofficial,12875,,2026-09-03T07:33:45.444Z,repaired,direct,5,https://pdlink.in/4cs9wHk,https://careers.mastercard.com/us/en/job/MASRUSR278159EXTERNALENUS/Data-Scientist-I,yes,"path names a posting or form; labelled ""Click Here To Apply"" (high)",
6a9909ac48e22578699d5f4e,freshershunt,29936,HCLTech,2026-09-03T05:46:20.395Z,flagged,aggregator,,https://freshershunt.in/hcltech-mega-off-campus-drive-2026/,,yes,5 candidate(s) on the page,https://hcltech.com/careers [high/8] | https://hcltech.com/careers/campus-hiring [high/7] | https://hcltech.com/ [medium/4] | https://hcltech.com/investors/annual-reports [medium/4] | https://forms.office.com/pages/responsepage.aspx?id=N-edGDrJWk-LaG9MqZQZEn_4YzJg3wtMqTZGj64AarhURTRYNllGQTlMV1kxU0o0VFc2SU5DOThOTi4u&route=shorturl [low/2]
6a99095848e22578699d5e3e,fresher_offcampus_drives,5862,Startek x Zomato,2026-09-03T05:44:56.683Z,flagged,aggregator,,https://offcampusjobdrives.com/startek-x-zomato-recruitment-for-chat-voice-process-work-from-home/,,yes,1 candidate(s) on the page,https://naukri.com/job-listings-wfh-zomato-cd-startek-aegis-customer-support-services-pvt-ltd-india-0-to-2-years-170726013733?utmcampaign=androidjd&utmsource=share [low/3]
6a98fff8f300abb54ba76571,job4fresherss,19653,KPMG,2026-09-03T05:04:56.955Z,repaired,direct,,https://ejgk.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3/job/30048818?,https://ejgk.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_3/job/30048818?,yes,ejgk.fa.em2.oraclecloud.com is a trusted ATS domain,
6a98fffaf300abb54ba76572,freshershunt,29934,Cognizant,2026-09-03T05:04:58.544Z,repaired,direct,7,https://freshershunt.in/cognizant-service-desk-off-campus-2026/,https://app.joinsuperset.com/join,yes,"trusted ATS domain; labelled ""Apply Now →"" (high)",
6a98ffabf300abb54ba7656f,job4fresherss,19652,Zycus,2026-09-03T05:03:39.587Z,repaired,direct,,https://zycus.talismatic.com/jobs/JYDR3ZWKE,https://zycus.talismatic.com/jobs/JYDR3ZWKE,yes,zycus.talismatic.com matches the posting's company,
6a98ffc7f300abb54ba76570,freshershunt,29933,TCS,2026-09-03T05:04:07.791Z,flagged,suspicious,,https://link.outskill.com/A-11,https://link.outskill.com/A-11,yes,https://link.outskill.com/A-11 → resolves to another wrapper (link.outskill.com is a link shortener or redirect wrapper — resolve it before storing),
6a98ffa3f300abb54ba7656d,job4fresherss,19651,Sanmina,2026-09-03T05:03:31.341Z,repaired,direct,,https://careers.sanmina.com/job/2471/graduate_trainee,https://careers.sanmina.com/job/2471/graduate_trainee,yes,careers.sanmina.com matches the posting's company,
6a99096d48e22578699d5e8a,placementdriveofficial,12874,,2026-09-03T05:45:17.458Z,repaired,direct,7,https://pdlink.in/4qOMpMS,https://digitalocean.com/careers/position/apply?gh_jid=7987334&gh_src=312a08e31us,yes,"path names a posting or form; official application form; labelled ""Click Here To Apply"" (high)",
6a98ff74f300abb54ba76542,offcampusjobs4u,20980,Zeta,2026-09-03T05:02:44.774Z,repaired,direct,,https://jobs.lever.co/zeta/b77cd6e4-ffd6-44f6-9b7e-18bf34f75b48/,https://jobs.lever.co/zeta/b77cd6e4-ffd6-44f6-9b7e-18bf34f75b48,yes,jobs.lever.co is a trusted ATS domain,
6a98ff5ff300abb54ba764f7,careerwithasr,2952,ZS,2026-09-03T05:02:23.999Z,repaired,direct,,https://jobs.zs.com/jobs/62377,https://jobs.zs.com/jobs/62377,yes,jobs.zs.com is a careers host,
6a98ff43f300abb54ba76494,offcampusjobs4u,20981,mthree,2026-09-03T05:01:55.931Z,repaired,direct,,http://job-boards.greenhouse.io/mthreerecruitingportal/jobs/4660233006,https://job-boards.greenhouse.io/mthreerecruitingportal/jobs/4660233006,yes,job-boards.greenhouse.io is a trusted ATS domain,
6a9870175a259b86e1393857,job4fresherss,19650,Omega Healthcare,2026-09-02T18:51:03.059Z,flagged,aggregator,,https://job4freshers.co.in/omega-healthcare-walk-in-management/,,yes,aggregator page had no apply candidate,
6a9870155a259b86e139384f,job4fresherss,19649,UPSC,2026-09-02T18:51:01.449Z,flagged,unresolvable,,,,yes,no URL,
6a986f9d5a259b86e1393702,offcampusjobs4u,20979,Qualcomm,2026-09-02T18:49:01.017Z,repaired,direct,,https://careers.qualcomm.com/careers/job/446720785732,https://careers.qualcomm.com/careers/job/446720785732,yes,careers.qualcomm.com matches the posting's company,
6a98ffa9f300abb54ba7656e,placementdriveofficial,12873,,2026-09-03T05:03:37.566Z,repaired,direct,7,https://pdlink.in/3UmycuN,https://google.com/about/careers/applications/jobs/results/104532643365692102-software-engineer,yes,"path names a posting or form; official application form; labelled ""Click Here To Apply"" (high)",
6a98579a2121e493fefde82f,freshershunt,29931,Google,2026-09-02T17:06:34.352Z,flagged,aggregator,,https://freshershunt.in/google-internship-2027-data-center-technician/,,yes,aggregator page had no apply candidate,
6a984a077703d5bce15314bb,careerwithasr,2950,Amazon,2026-09-02T16:08:39.286Z,repaired,direct,,https://www.amazon.jobs/en/jobs/10511697/packaging-associate-in-packaging,https://amazon.jobs/en/jobs/10511697/packaging-associate-in-packaging,yes,amazon.jobs matches the posting's company,
6a9849d27703d5bce1531415,offcampusjobs4u,20978,United Airlines,2026-09-02T16:07:46.260Z,repaired,direct,,https://careers.united.com/us/en/job/UAIUADUSGGN00002671EXTERNALENUSTALEO/Associate-Analyst-Financial-Planning-Analysis,https://careers.united.com/us/en/job/UAIUADUSGGN00002671EXTERNALENUSTALEO/Associate-Analyst-Financial-Planning-Analysis,yes,careers.united.com matches the posting's company,
6a9834cdb1e1a189555b6de1,getjobss,8135,Amtech,2026-09-02T14:38:05.701Z,repaired,direct,,https://engradar.com/jobs/greenhouse:amtechsoftware:4388057009,https://engradar.com/jobs/greenhouse:amtechsoftware:4388057009,yes,path names a posting or an application form,
6a9834cab1e1a189555b6de0,freshershunt,29929,Mastercard,2026-09-02T14:38:02.893Z,flagged,aggregator,,https://freshershunt.in/mastercard-ai-engineer-2026/,,yes,aggregator page had no apply candidate,
6a98ff86f300abb54ba7656c,placementdriveofficial,12872,,2026-09-03T05:03:02.986Z,repaired,direct,7,https://pdlink.in/4gyFjsx,https://usijobs.deloitte.com/en_US/careersUSI/JobDetail/USI-EH27-ES-DRS-Research-Account-Management-L25-Associate-Hyderabad/353755,yes,"path names a posting or form; official application form; labelled ""Click Here To Apply"" (high)",
6a9834c5b1e1a189555b6dde,job4fresherss,19647,Accenture,2026-09-02T14:37:57.671Z,repaired,direct,,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5729897-S2066017_en,https://accenture.com/in-en/careers/jobdetails?id=ATCI-5729897-S2066017_en,yes,accenture.com matches the posting's company,
6a9834c8b1e1a189555b6ddf,job4fresherss,19648,Conduent,2026-09-02T14:38:00.826Z,flagged,aggregator,,https://job4freshers.co.in/conduent-walk-in-support-associate/,,yes,aggregator page had no apply candidate,
6a983481b1e1a189555b6d15,getjobss,8136,Akamai,2026-09-02T14:36:49.360Z,repaired,direct,,https://fa-extu-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/3606,https://fa-extu-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/3606,yes,fa-extu-saasfaprod1.fa.ocs.oraclecloud.com is a trusted ATS domain,
6a983469b1e1a189555b6cc3,getjobss,8134,Pravah,2026-09-02T14:36:25.417Z,repaired,direct,,https://jobs.ashbyhq.com/pravah/1e002f56-0b3c-4908-9bee-fb94215bfead,https://jobs.ashbyhq.com/pravah/1e002f56-0b3c-4908-9bee-fb94215bfead,yes,jobs.ashbyhq.com is a trusted ATS domain,
6a983467b1e1a189555b6cbb,getjobss,8133,Adbrew,2026-09-02T14:36:23.939Z,repaired,direct,,https://adbrew.notion.site/SDE-Intern-Adbrew-38b6f6887f14802ba9a4edd56a03d2d9,https://adbrew.notion.site/SDE-Intern-Adbrew-38b6f6887f14802ba9a4edd56a03d2d9,yes,adbrew.notion.site matches the posting's company,
6a983483b1e1a189555b6d1c,fresher_offcampus_drives,5860,Huron,2026-09-02T14:36:51.113Z,repaired,direct,12,https://offcampusjobdrives.com/huron-hiring-for-analytics-engineer-analyst/,https://huron.wd1.myworkdayjobs.com/en-GB/huroncareers/job/Bangalore-India---Outer-Ring-Road/Analytics-Engineer---Analyst_JR-0016367,yes,trusted ATS domain; host matches the company; path names a posting or form (highest),
6a98345eb1e1a189555b6c9e,internshiptojobs,2426,Insight Global,2026-09-02T14:36:14.463Z,flagged,suspicious,,https://www.linkedin.com/jobs/view/4460060571/,https://www.linkedin.com/jobs/view/4460060571/,yes,"linkedin.com is a third-party job board, not the employer's own application",
6a983462b1e1a189555b6cab,getjobss,8131,Guidanz,2026-09-02T14:36:18.345Z,repaired,direct,,https://www.guidanz.com/software-engineer-intern,https://guidanz.com/software-engineer-intern,yes,guidanz.com matches the posting's company,
6a98344db1e1a189555b6c82,careerwithasr,2949,Deloitte,2026-09-02T14:35:57.713Z,repaired,direct,,https://usijobs.deloitte.com/en_US/careersUSI/JobDetail/USI-EH27-Analyst-KS-Audit-Center-of-Excellence-COE-Associate-Content-Management-Hyderabad-Bengaluru/359102,https://usijobs.deloitte.com/en_US/careersUSI/JobDetail/USI-EH27-Analyst-KS-Audit-Center-of-Excellence-COE-Associate-Content-Management-Hyderabad-Bengaluru/359102,yes,usijobs.deloitte.com matches the posting's company,
6a983445b1e1a189555b6c68,offcampusjobs4u,20977,Kimberly-Clark,2026-09-02T14:35:49.525Z,repaired,direct,,https://kimberlyclark.wd1.myworkdayjobs.com/GLOBAL/job/Pune-Kharadi-Hub/Junior-Analyst--T-E-_886569?source=linkedin,https://kimberlyclark.wd1.myworkdayjobs.com/GLOBAL/job/Pune-Kharadi-Hub/Junior-Analyst--T-E-_886569,yes,kimberlyclark.wd1.myworkdayjobs.com is a trusted ATS domain,
6a983441b1e1a189555b6c5a,offcampusjobs4u,20976,HPE,2026-09-02T14:35:45.595Z,repaired,direct,,https://careers.hpe.com/us/en/job/1210218/Graduate-Software-Engineer?utm_source=linkedin,https://careers.hpe.com/us/en/job/1210218/Graduate-Software-Engineer,yes,careers.hpe.com matches the posting's company,
6a980ad9c24eef9b73546931,offcampusjobs4u,20975,Capgemini,2026-09-02T11:39:05.399Z,repaired,direct,,https://careers.capgemini.com/job/Bangalore-Automation-Test-Engineer/1431798633/?feedId=388933&utm_source=LinkedInJobPostings,https://careers.capgemini.com/job/Bangalore-Automation-Test-Engineer/1431798633/?feedId=388933,yes,careers.capgemini.com matches the posting's company,
6a980ad5c24eef9b73546923,careerwithasr,2948,GlobalFoundries,2026-09-02T11:39:01.490Z,repaired,direct,,https://careers.gf.com/careers/job/563980770309872?,https://careers.gf.com/careers/job/563980770309872?,yes,careers.gf.com is a careers host,
6a9804f14f09e0442713ad1f,job4fresherss,19646,Infosys,2026-09-02T11:13:53.084Z,repaired,direct,,https://career.infosys.com/jobdesc?jobReferenceCode=PROGEN-EXTERNAL-249465,https://career.infosys.com/jobdesc?jobReferenceCode=PROGEN-EXTERNAL-249465,yes,career.infosys.com matches the posting's company,
6a9857732121e493fefde7c6,placementdriveofficial,12870,,2026-09-02T17:05:55.925Z,repaired,direct,5,https://pdlink.in/4zQM7ct,https://careers.yash.com/job/Pune-Trainee-Consultant-SAP-IBP-Job/1362900566,yes,"path names a posting or form; labelled ""Click Here To Apply"" (high)",
6a98345cb1e1a189555b6c96,internshiptojobs,2425,Meril,2026-09-02T14:36:12.656Z,flagged,suspicious,,https://www.linkedin.com/jobs/view/4461722289/,https://www.linkedin.com/jobs/view/4461722289/,yes,"linkedin.com is a third-party job board, not the employer's own application",
6a97f5df949cde71e2154736,careerwithasr,2947,Telus Digital,2026-09-02T10:09:35.370Z,repaired,direct,,https://jobs.telusdigital.com/jobs/18136963-media-search-analyst-english-india,https://jobs.telusdigital.com/jobs/18136963-media-search-analyst-english-india,yes,jobs.telusdigital.com is a careers host,
6a97f5bb949cde71e21546ba,offcampusjobs4u,20974,Light & Wonder,2026-09-02T10:08:59.120Z,repaired,direct,,https://lnw.wd5.myworkdayjobs.com/LightWonderExternalCareers/job/Bangalore-India/Associate-Systems-Integration-Engineer_R322428?source=LinkedIn_Auto_Source,https://lnw.wd5.myworkdayjobs.com/LightWonderExternalCareers/job/Bangalore-India/Associate-Systems-Integration-Engineer_R322428,yes,lnw.wd5.myworkdayjobs.com is a trusted ATS domain,
6a97eadbdfcaab87ce955fae,Fresherjobsadda,4954,Cognizant,2026-09-02T09:22:35.691Z,flagged,suspicious,,https://jobs.dailypharmajobs.in/cognizant-walk-in-drive-2026-2/,https://jobs.dailypharmajobs.in/cognizant-walk-in-drive-2026-2/,yes,path looks like an SEO article slug,
6a97eabbdfcaab87ce955f3e,getjobss,8130,IQVIA,2026-09-02T09:22:03.257Z,repaired,direct,,https://jobs.iqvia.com/en/jobs/R1554096-0,https://jobs.iqvia.com/en/jobs/R1554096-0,yes,jobs.iqvia.com matches the posting's company,
6a97f622949cde71e215482c,freshershunt,29927,Cisco,2026-09-02T10:10:42.873Z,flagged,aggregator,,https://freshershunt.in/cisco-apprentice-2026/,,yes,aggregator page had no apply candidate,
6a97e3e85960f56fb4288376,freshershunt,29926,Infosys,2026-09-02T08:52:56.320Z,flagged,aggregator,,https://kickcharm.com/infosys-recruitment-hiring-any-graduates/,,yes,aggregator page had no apply candidate,
6a9804ef4f09e0442713ad1c,placementdriveofficial,12865,,2026-09-02T11:13:51.392Z,repaired,direct,5,https://pdlink.in/4x754Fb,https://careers.adobe.com/us/en/job/ADOBUSR171428EXTERNALENUS/Data-Science-Engineer,yes,"path names a posting or form; labelled ""Click Here To Apply"" (high)",
6a97e3cf5960f56fb4288373,job4fresherss,19645,KONE,2026-09-02T08:52:31.918Z,repaired,direct,,https://kone.wd3.myworkdayjobs.com/Careers/job/Chennai-ITECKBS/Associate-Engineer_R0663627/,https://kone.wd3.myworkdayjobs.com/Careers/job/Chennai-ITECKBS/Associate-Engineer_R0663627,yes,kone.wd3.myworkdayjobs.com is a trusted ATS and the host matches the company,
6a97e3b95960f56fb4288317,jobs_SQL,4935,Deloitte,2026-09-02T08:52:09.683Z,flagged,suspicious,,https://www.linkedin.com/jobs/view/4446283575/,https://www.linkedin.com/jobs/view/4446283575/,yes,"linkedin.com is a third-party job board, not the employer's own application",
6a97eaa2dfcaab87ce955ee6,HireMeFresh,1790,Cognizant,2026-09-02T09:21:38.795Z,flagged,suspicious,,https://jobs.dailypharmajobs.in/cognizant-walk-in-drive-2026-2/,https://jobs.dailypharmajobs.in/cognizant-walk-in-drive-2026-2/,yes,path looks like an SEO article slug,
